steps,guidance,clip_score,aesthetic_score,aes_v2_score,hps_v2_score,elapsed_ms,seed
9,4.48,0.3443180322647095,5.493827819824219,5.780752182006836,0.1209716796875,446,887909167
9,5.29,0.26939716935157776,6.557425498962402,6.427498817443848,0.1412353515625,448,2127879933
9,5.92,0.31581640243530273,5.97728967666626,6.101381301879883,0.1883544921875,400,577731961
9,6.43,0.28463080525398254,5.554050922393799,5.611873149871826,0.1904296875,466,581589053
9,6.65,0.2683221697807312,5.482973098754883,5.791085243225098,0.1585693359375,396,71678080
9,6.78,0.3440258204936981,5.5607829093933105,5.936424255371094,0.182373046875,402,1966655108
9,6.85,0.3031134307384491,5.8061628341674805,5.66636848449707,0.1783447265625,463,2114862363
9,6.91,0.24023398756980896,5.184410095214844,5.103755950927734,0.12158203125,463,677785100
9,6.95,0.24727068841457367,5.228852272033691,5.52675724029541,0.13916015625,495,373715919
9,7.48,0.2702629864215851,6.216317653656006,6.24941349029541,0.1417236328125,401,935474806
9,7.6,0.31139060854911804,4.989007949829102,4.953058242797852,0.15478515625,432,1545269916
9,7.98,0.23698128759860992,5.893301963806152,5.956131935119629,0.2032470703125,398,1660148489
9,8.05,0.36208146810531616,4.740845680236816,4.831745147705078,0.137451171875,467,744986360
9,8.49,0.3132868707180023,6.564380645751953,6.665952682495117,0.166259765625,458,1772137360
9,8.54,0.24930517375469208,5.280837535858154,5.176562309265137,0.1461181640625,397,1465825352
9,8.89,0.29243403673171997,6.079980373382568,6.259675979614258,0.1773681640625,445,721885879
9,8.91,0.23224471509456635,5.341160774230957,5.528656959533691,0.1427001953125,395,20250991
9,9.6,0.30971798300743103,5.962188243865967,6.343142986297607,0.202392578125,480,1964543127
9,9.98,0.2664591372013092,5.206575870513916,5.338286876678467,0.1605224609375,478,1415483993
9,10.31,0.24015553295612335,4.872683048248291,5.130190849304199,0.1759033203125,401,897142196
9,10.36,0.2742384076118469,6.157797336578369,6.322569847106934,0.1309814453125,462,146677211
9,10.37,0.30097153782844543,6.206242561340332,6.293275833129883,0.207275390625,396,1992054502
9,10.52,0.258221834897995,6.037782669067383,6.0765509605407715,0.179931640625,429,1502086
9,10.72,0.2910544276237488,5.147811412811279,5.818528652191162,0.1661376953125,404,1138629499
9,10.77,0.2741619050502777,6.73939323425293,6.5467424392700195,0.144287109375,456,1057102494
9,11.52,0.2734803259372711,5.410235404968262,5.432333946228027,0.1932373046875,397,325934225
9,11.9,0.2444131225347519,5.178951740264893,4.958987236022949,0.1595458984375,434,1447756415
9,11.96,0.28382402658462524,5.38167667388916,5.693269729614258,0.170654296875,463,1067326453
10,0.62,0.28856635093688965,6.46824312210083,6.534737586975098,0.150390625,309,985840492
10,0.89,0.24547305703163147,3.3618907928466797,3.620473861694336,0.134521484375,311,1364480103
10,1.07,0.19267064332962036,4.280236721038818,4.753211498260498,0.12939453125,439,1889273537
10,1.19,0.21013770997524261,3.886157989501953,4.156370162963867,0.12744140625,440,1162753049
10,1.28,0.23287490010261536,5.356033802032471,5.824092864990234,0.144775390625,509,300696493
10,1.35,0.22680199146270752,4.90959358215332,5.070779323577881,0.10845947265625,443,1356695544
10,2.4,0.29747724533081055,5.68807315826416,5.539340972900391,0.17236328125,536,1997716321
10,2.4,0.2835961580276489,6.5703444480896,6.876386642456055,0.1884765625,530,483786650
10,2.56,0.29684978723526,4.756354331970215,4.94201135635376,0.1571044921875,530,520838330
10,2.72,0.24292607605457306,6.470383644104004,7.023204803466797,0.1903076171875,497,993146822
10,2.74,0.29145097732543945,6.586343288421631,6.362709999084473,0.2110595703125,528,1318918261
10,2.86,0.29492977261543274,5.469755172729492,5.52888298034668,0.180419921875,492,1318296837
10,2.93,0.1920478790998459,4.287351608276367,4.175400733947754,0.10430908203125,505,1309129972
10,3.14,0.3011243939399719,6.0631022453308105,6.228699684143066,0.1790771484375,441,1729883371
10,3.14,0.28702306747436523,6.134414196014404,6.028115272521973,0.1348876953125,529,886505801
10,3.21,0.270840048789978,5.629076957702637,6.177587032318115,0.1507568359375,436,1132753623
10,3.32,0.30389854311943054,6.210591793060303,6.218378067016602,0.149169921875,489,2019228795
10,3.68,0.3325085937976837,5.075564384460449,5.019522666931152,0.162109375,440,1145925401
10,4.2,0.2759527564048767,6.04593563079834,6.437339782714844,0.1627197265625,540,224196182
10,4.29,0.2254132628440857,4.873632907867432,5.370004653930664,0.1666259765625,495,1205349260
10,4.46,0.2492617964744568,5.1908135414123535,4.860483169555664,0.16552734375,435,707722052
10,4.66,0.3015482723712921,4.81780481338501,4.811143398284912,0.14306640625,496,944053459
10,4.73,0.2810460329055786,5.76691198348999,5.9043707847595215,0.1893310546875,509,534073245
10,4.82,0.28793367743492126,6.161404132843018,6.441375732421875,0.150390625,527,1978314070
10,4.83,0.2799980342388153,5.187196731567383,5.280154228210449,0.1544189453125,467,1577160183
10,5.38,0.2644854187965393,5.4029669761657715,5.302382469177246,0.11187744140625,529,1466599885
10,5.66,0.2897937595844269,5.333827972412109,5.109437942504883,0.1650390625,443,1036040319
10,5.91,0.3371080160140991,5.702873229980469,5.931194305419922,0.163330078125,511,1816240629
10,6.18,0.28878143429756165,5.41475248336792,5.491262435913086,0.1640625,494,1238107756
10,6.49,0.3105910122394562,3.933041572570801,4.117895126342773,0.154052734375,507,568328567
10,7.07,0.23424117267131805,5.047921657562256,5.225111961364746,0.1536865234375,526,806360248
10,7.1,0.3028152883052826,6.317759990692139,6.428798675537109,0.2149658203125,471,1905324900
10,7.12,0.30997568368911743,5.467636585235596,5.507269859313965,0.15625,494,361387543
10,7.56,0.2724822759628296,5.652188301086426,5.438079357147217,0.151611328125,527,481833189
10,7.75,0.2694322168827057,5.14215612411499,5.396223068237305,0.1536865234375,504,9374131
10,8.1,0.37915048003196716,4.749728679656982,4.941737651824951,0.138671875,527,1700482062
10,8.29,0.3347718417644501,6.002644062042236,6.344165325164795,0.1844482421875,439,784795018
10,8.33,0.31833943724632263,5.714169502258301,5.8153204917907715,0.1649169921875,527,1395471735
10,8.38,0.29389917850494385,4.043445587158203,4.230483531951904,0.132568359375,522,401294560
10,8.4,0.26493561267852783,5.997964382171631,6.1616010665893555,0.181884765625,436,50493938
10,8.5,0.3187360465526581,5.480314254760742,5.252301216125488,0.18359375,442,1807160057
10,8.5,0.3221586346626282,5.777467727661133,6.177371025085449,0.2125244140625,499,905331347
10,8.82,0.30235064029693604,5.918813228607178,5.973669052124023,0.193603515625,463,239173189
10,9.58,0.25634801387786865,6.605528831481934,6.534162998199463,0.1890869140625,530,1979567515
10,10.22,0.3355393409729004,5.279568195343018,5.079864501953125,0.125732421875,507,120908182
10,10.48,0.22732406854629517,5.098029613494873,6.121855735778809,0.1927490234375,480,1154823662
10,11.92,0.2589859962463379,3.3937277793884277,3.7335290908813477,0.112060546875,439,1057811347
10,11.94,0.34122055768966675,5.231414318084717,5.31695556640625,0.17138671875,525,1487178705
11,1.11,0.27782782912254333,5.12985372543335,5.4353485107421875,0.116455078125,523,418410131
11,1.29,0.18254336714744568,4.525176048278809,4.7397050857543945,0.139404296875,503,1588873162
11,1.39,0.28281649947166443,4.063342094421387,4.565515995025635,0.117431640625,521,2025728959
11,2.13,0.32625821232795715,5.320298671722412,5.144248962402344,0.1611328125,478,1286849634
11,2.18,0.2734609842300415,4.833471775054932,4.8179545402526855,0.1402587890625,481,620223384
11,2.6,0.2808496952056885,5.177530765533447,5.465036392211914,0.1597900390625,610,1017076879
11,2.61,0.2294541299343109,5.2262396812438965,5.079636096954346,0.1717529296875,521,777874127
11,2.76,0.298883855342865,5.53135871887207,5.888034820556641,0.1348876953125,481,565430528
11,3.36,0.332730233669281,5.383089542388916,5.2007951736450195,0.160888671875,536,281803584
11,4.07,0.3194206655025482,5.455008029937744,5.377347946166992,0.1646728515625,557,754138099
11,4.17,0.2397046834230423,5.356778144836426,5.5989460945129395,0.1529541015625,483,867549075
11,4.44,0.2977750599384308,6.172510623931885,6.54946231842041,0.1849365234375,538,1402402914
11,5.15,0.24251022934913635,4.652349472045898,4.423686504364014,0.1121826171875,614,1315150294
11,5.65,0.28243517875671387,5.649962425231934,5.648642539978027,0.1832275390625,580,1379088446
11,5.87,0.28197646141052246,5.745284080505371,5.881542205810547,0.135986328125,493,1074091697
11,6.31,0.27093422412872314,5.781639099121094,5.8958821296691895,0.195556640625,477,1441632705
11,6.42,0.22812597453594208,4.441296577453613,4.710495948791504,0.1429443359375,515,1397779115
11,6.92,0.284515380859375,4.203800678253174,4.500865459442139,0.12646484375,556,1270634476
11,7.02,0.2841024398803711,5.975100994110107,6.181644916534424,0.167724609375,478,2042637598
11,7.05,0.24546898901462555,5.592000961303711,5.6387104988098145,0.169189453125,551,707877257
11,7.59,0.27450069785118103,6.438626766204834,6.5655999183654785,0.1796875,484,1136628533
11,7.6,0.2490731179714203,5.7872185707092285,5.751465320587158,0.1658935546875,553,1719119212
